Endedness,Peak_Type,Aligner,Peak_Caller,Deduplicator,Test_Dataset,Control,Synthetic_Genome_Path,Synthetic_Forward_Read_1_Path,Synthetic_Reverse_Read_1_Path,Synthetic_Forward_Read_2_Path,Synthetic_Reverse_Read_2_Path,Expected_Peaks,Observed_Peaks
paired,broad,bwa_mem,macs3,no_deduplication,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,no_deduplication,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,no_deduplication,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,no_deduplication,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,no_deduplication,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,sambamba,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,sambamba,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,sambamba,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,sambamba,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,sambamba,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,sambamba,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,picard,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,picard,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,picard,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,picard,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,picard,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,macs3,picard,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,genrich,samtools,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,samtools,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,samtools,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,samtools,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,samtools,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,genrich,samtools,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,no_deduplication,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,29
paired,broad,bwa_mem,genrich,no_deduplication,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,no_deduplication,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,no_deduplication,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,4
paired,broad,bwa_mem,genrich,no_deduplication,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,genrich,no_deduplication,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,1
paired,broad,bwa_mem,genrich,sambamba,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,sambamba,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,sambamba,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,sambamba,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,sambamba,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,genrich,sambamba,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,picard,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,picard,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,26
paired,broad,bwa_mem,genrich,picard,3,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_3/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,picard,4,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_4/exp_b_2.fastq.gz,50,2
paired,broad,bwa_mem,genrich,picard,5,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_5/exp_b_2.fastq.gz,50,0
paired,broad,bwa_mem,genrich,picard,6,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_6/exp_b_2.fastq.gz,50,2
paired,broad,bowtie2,macs3,samtools,1,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_1/exp_b_2.fastq.gz,50,0
paired,broad,bowtie2,macs3,samtools,2,no_control,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/genome.fa,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_a_2.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_1.fastq.gz,/share/korflab/home/viki/rocketchip_tests/exp_vs_obs/seq_data/paired_broad/test_2/exp_b_2.fastq.gz,50,0
